Problem no : 5
Source:  (90.40023, 23.87596)
Destination:  (90.367982, 23.835966)
Time : 19 : 47. Cost: 0.0007118473128241706time . Ride Car from  (90.365139, 23.819825) to (90.365075, 23.820063)
Time : 19 : 47. Cost: 0.0007563362276461992time . Ride Car from  (90.365075, 23.820063) to (90.36500699999999, 23.820315)
Time : 19 : 47. Cost: 0.0008453241994907728time . Ride Car from  (90.36500699999999, 23.820315) to (90.364931, 23.820601)
Time : 19 : 47. Cost: 0.000111224152141849time . Ride Car from  (90.364931, 23.820601) to (90.364921, 23.820636999999998)
Time : 19 : 47. Cost: 0.000678484573012175time . Ride Car from  (90.364921, 23.820636999999998) to (90.36486, 23.820867)
Time : 19 : 47. Cost: 0.0007229684137053933time . Ride Car from  (90.36486, 23.820867) to (90.364795, 23.821108)
Time : 19 : 47. Cost: 0.0014681894815573961time . Ride Car from  (90.364795, 23.821108) to (90.36466300000001, 23.821602)
Time : 19 : 47. Cost: 0.001635026928553339time . Ride Car from  (90.36466300000001, 23.821602) to (90.36451600000001, 23.822151)
Time : 19 : 47. Cost: 0.0002669355538879998time . Ride Car from  (90.36451600000001, 23.822151) to (90.364492, 23.822236)
Time : 19 : 47. Cost: 0.0006789117277579962time . Ride Car from  (90.364492, 23.822236) to (90.36443100000001, 23.822647)
Time : 19 : 47. Cost: 0.00012241172872917531time . Ride Car from  (90.36443100000001, 23.822647) to (90.36442, 23.822716)
Time : 19 : 47. Cost: 3.340163231036469e-05time . Ride Car from  (90.36442, 23.822716) to (90.364417, 23.82274)
Time : 19 : 47. Cost: 0.0005711854227356888time . Ride Car from  (90.364417, 23.82274) to (90.364366, 23.823705)
Time : 19 : 47. Cost: 0.00013409449285112094time . Ride Car from  (90.364366, 23.823705) to (90.364354, 23.823892999999998)
Time : 19 : 47. Cost: 0.0004358490615546682time . Ride Car from  (90.364354, 23.823892999999998) to (90.364315, 23.82451)
Time : 19 : 47. Cost: 0.00012295292772295706time . Ride Car from  (90.364315, 23.82451) to (90.364304, 23.824687)
Time : 19 : 47. Cost: 0.00018998564752161677time . Ride Car from  (90.364304, 23.824687) to (90.364287, 23.824956)
Time : 19 : 47. Cost: 1.556207155215625e-05time . Ride Car from  (90.364287, 23.824956) to (90.36428599999999, 23.825110000000002)
Time : 19 : 47. Cost: 6.221349039269693e-06time . Ride Car from  (90.36428599999999, 23.825110000000002) to (90.36428599999999, 23.825198)
Time : 19 : 47. Cost: 5.6594457672643796e-05time . Ride Car from  (90.36428599999999, 23.825198) to (90.36428199999999, 23.825692999999998)
Time : 19 : 47. Cost: 4.146317703728609e-05time . Ride Car from  (90.36428199999999, 23.825692999999998) to (90.36428000000001, 23.826188000000002)
Time : 19 : 47. Cost: 1.7656284917152993e-05time . Ride Car from  (90.36428000000001, 23.826188000000002) to (90.36427900000001, 23.826382000000002)
Time : 19 : 47. Cost: 1.1803240008512888e-05time . Ride Car from  (90.36427900000001, 23.826382000000002) to (90.364278, 23.826438)
Time : 19 : 47. Cost: 0.00010243184110098249time . Ride Car from  (90.364278, 23.826438) to (90.364269, 23.826747)
Time : 19 : 47. Cost: 0.00020450824715051457time . Ride Car from  (90.364269, 23.826747) to (90.364251, 23.827341)
Time : 19 : 47. Cost: 0.0001595260192733492time . Ride Car from  (90.364251, 23.827341) to (90.364237, 23.827834)
Time : 19 : 47. Cost: 2.2862173869093397e-05time . Ride Car from  (90.364237, 23.827834) to (90.364235, 23.827909)
Time : 19 : 47. Cost: 0.0007561255043156805time . Ride Car from  (90.364235, 23.827909) to (90.36416700000001, 23.827907999999997)
Time : 19 : 47. Cost: 0.0030931603644067033time . Ride Car from  (90.36416700000001, 23.827907999999997) to (90.363889, 23.829459)
Time : 19 : 47. Cost: 0.000560639034149145time . Ride Car from  (90.363889, 23.829459) to (90.363839, 23.830481)
Time : 19 : 47. Cost: 0.0002825596072751215time . Ride Car from  (90.363839, 23.830481) to (90.363814, 23.831198)
Time : 19 : 47. Cost: 0.000167746262463159time . Ride Car from  (90.363814, 23.831198) to (90.36382900000001, 23.831451)
Time : 19 : 47. Cost: 0.00011201832089858263time . Ride Car from  (90.36382900000001, 23.831451) to (90.363839, 23.831643)
Time : 19 : 47. Cost: 7.891334609654852e-05time . Ride Car from  (90.363839, 23.831643) to (90.363846, 23.831827)
Time : 19 : 47. Cost: 0.00010135099160849151time . Ride Car from  (90.363846, 23.831827) to (90.363855, 23.832054)
Time : 19 : 47. Cost: 1.9065646332230094e-06time . Ride Car from  (90.363855, 23.832054) to (90.363855, 23.832081)
Time : 19 : 47. Cost: 2.4542210964601707e-05time . Ride Car from  (90.363855, 23.832081) to (90.363853, 23.832228)
Time : 19 : 47. Cost: 0.00012116501769390596time . Ride Car from  (90.363853, 23.832228) to (90.36386, 23.833543)
Time : 19 : 47. Cost: 0.018669644892563265time . Ride Car from  (90.36386, 23.833543) to (90.365539, 23.833679)
Time : 19 : 48. Cost: 3.735013785799249e-05time . Ride Car from  (90.365539, 23.833679) to (90.365537, 23.834101999999998)
Time : 19 : 48. Cost: 0.00012387154361935695time . Ride Car from  (90.365537, 23.834101999999998) to (90.365526, 23.834378)
Time : 19 : 48. Cost: 7.847646411848164e-05time . Ride Car from  (90.365526, 23.834378) to (90.36551899999999, 23.834519)
Time : 19 : 48. Cost: 0.021115917650826165time . Ride Car from  (90.36551899999999, 23.834519) to (90.367418, 23.834614000000002)
Time : 19 : 48. Cost: 0.00014779893097823058time . Ride Car from  (90.367418, 23.834614000000002) to (90.367405, 23.835046)
Time : 19 : 48. Cost: 0.006805129804036381time . Ride Car from  (90.367405, 23.835046) to (90.36801700000001, 23.835074)
Time : 19 : 48. Cost: 0.00019154424093436342time . Ride Car from  (90.36801700000001, 23.835074) to (90.368, 23.835507)
Time : 19 : 48. Cost: 0.00020281740496566302time . Ride Car from (90.368, 23.835507) to Destination (90.367982, 23.835966)
